"Timestamp","Vilken åldersgrupp tillhör du?","Är du prenumerant hos DN?","Hur troligt är det att du tecknar paketet?","","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?"
"2021/03/22 5:17:16 pm CET","Över 65 år","Ja (enbart digitalt)","1","Som fattigpensionär är 119:- helt otänkbart.","1","1","1","1","1","1","1"
"2021/03/22 5:21:54 pm CET","40-65 år","Ja (enbart digitalt)","4","Rimligt innehåll","1","1","4","4","3","1","2"
"2021/03/22 5:22:03 pm CET","Över 65 år","Ja (papperstidning)","1","det ingår i prenumerationen","1","1","1","1","1","1","1"
"2021/03/22 5:22:08 pm CET","Över 65 år","Ja (enbart digitalt)","5","Bra tidning(digitalt) till vettigt pris","3","2","4","5","3","3","3"
"2021/03/22 5:22:22 pm CET","40-65 år","Ja (enbart digitalt)","3","Uppskattar det som ingår men behöver inte mer än ett konto och vill gärna läsa eDN.","2","2","3","2","5","4","2"
"2021/03/22 5:23:30 pm CET","Över 65 år","Ja (enbart digitalt)","1","Jag är digital-prenumerant, och har varit pappersprenumerant sen 50-talet!","1","1","1","1","1","1","1"
"2021/03/22 5:24:56 pm CET","30-39 år","Ja (enbart digitalt)","4","Bor i Göteborg och har GP som papperstidning på helgerna så det räcker med digitalt för mig. Hade dock gärna sett en än billigare variant, mer avskalad.","1","1","4","4","1","1","1"
"2021/03/22 5:25:01 pm CET","40-65 år","Ja (papperstidning)","4","möjlig prissättning förutsatt att DN satsar på journalistik","2","1","4","5","2","1","2"
"2021/03/22 5:25:08 pm CET","40-65 år","Ja (papperstidning)","5","hela innehållet samt dela med fler i familjen för ett vettigt pris","1","1","5","5","3","1","4"
"2021/03/22 5:25:09 pm CET","40-65 år","Ja (enbart digitalt)","4","Det som är värdefullt är främst de extra kontona samt tillgång till alla artiklar","3","2","4","4","2","2","3"
"2021/03/22 5:25:46 pm CET","40-65 år","Ja (enbart digitalt)","5","Har det redan.","1","3","1","5","1","1","1"
"2021/03/22 5:25:55 pm CET","30-39 år","Ja (enbart digitalt)","3","Har inte så mycket pengar. Men uppskattar DN och kvalitetsjournalistiken. ","1","1","3","3","1","1","2"
"2021/03/22 5:27:04 pm CET","40-65 år","Ja (enbart digitalt)","2","ej intresserad av rabatter och korsord","2","1","4","5","1","1","1"
"2021/03/22 5:29:14 pm CET","40-65 år","Ja (enbart digitalt)","5","priset","2","2","5","5","3","2","3"
"2021/03/22 5:30:15 pm CET","40-65 år","Ja (enbart digitalt)","4","Att ha tillgång till nyhetsarkiv är bra och tre extra konton ingår","1","3","2","2","2","4","2"
"2021/03/22 5:30:31 pm CET","40-65 år","Ja (enbart digitalt)","1","För dyrt. Behöver mer än en tidning för att få perspektiv.","1","1","1","1","1","1","1"
"2021/03/22 5:31:47 pm CET","40-65 år","Nej och har aldrig varit","3","","2","2","3","2","2","2","3"
"2021/03/22 5:32:33 pm CET","40-65 år","Ja (enbart digitalt)","4","Vill bara ha alla artiklar att läsa behöver inte mer.","1","1","5","5","1","1","1"
"2021/03/22 5:34:18 pm CET","40-65 år","Ja (enbart digitalt)","3","Paketet innehålleer mer än jag vill ha.","1","1","4","4","2","1","1"
"2021/03/22 5:36:56 pm CET","Över 65 år","Ja (papperstidning)","2","","2","1","3","2","2","3","1"
"2021/03/22 5:37:13 pm CET","30-39 år","Ja (enbart digitalt)","5","Det är denna jag använder. ","1","1","4","5","1","1","2"
"2021/03/22 5:37:25 pm CET","Över 65 år","Ja (enbart digitalt)","1","Önskar endast artiklar","1","1","2","1","1","1","1"
"2021/03/22 5:37:27 pm CET","40-65 år","Ja (papperstidning)","2","Vi vill absolut ha en papperstidning","2","2","3","3","2","1","2"
"2021/03/22 5:39:56 pm CET","40-65 år","Ja (enbart digitalt)","5","Jag tror att det är ungefär vad jag har.","3","3","1","4","1","4","3"
"2021/03/22 5:40:38 pm CET","40-65 år","Ja (enbart digitalt)","3","Inte intresserad av korsord och rabatter","1","1","5","3","2","1","1"
"2021/03/22 5:40:47 pm CET","40-65 år","Ja (papperstidning)","2","Vill läsa papperstidningen","1","1","2","2","1","1","2"
"2021/03/22 5:41:34 pm CET","40-65 år","Ja (enbart digitalt)","3","Jag är kulturarbetare, med usel ekonomi, allt handlar pm jag har råd eller inte om jag ska kunna prenumerera eller inte.","1","1","3","3","1","1","1"
"2021/03/22 5:41:49 pm CET","40-65 år","Ja (enbart digitalt)","1","Jag tar bara rabatterbjudanden","1","1","1","1","1","1","1"
"2021/03/22 5:42:36 pm CET","30-39 år","Ja (enbart digitalt)","3","Undrar om det var dyrare eller billigare än min nuvarande prenumeration.","1","1","3","3","1","1","1"
"2021/03/22 5:43:16 pm CET","40-65 år","Ja (enbart digitalt)","4","","1","1","2","1","2","1","2"
"2021/03/22 5:43:42 pm CET","40-65 år","Ja (enbart digitalt)","2","Tidningen i PDF verkar fattas","2","1","4","2","3","2","2"
"2021/03/22 5:44:49 pm CET","Över 65 år","Ja (enbart digitalt)","1","Jag är nöjd med nuv. pren.","1","1","5","5","1","1","1"
"2021/03/22 5:45:23 pm CET","40-65 år","Nej, men har varit förut","1","Det är inte något fel på paketet, men det blir dyrt att betala på varje tidning eller sida man besöker.","1","1","1","1","1","1","1"
"2021/03/22 5:46:15 pm CET","40-65 år","Ja (enbart digitalt)","5","Jag har redan detta paket","1","1","5","5","3","1","1"
"2021/03/22 5:47:04 pm CET","30-39 år","Ja (enbart digitalt)","4","","1","1","5","5","1","1","1"
"2021/03/22 5:47:41 pm CET","Över 65 år","Ja (papperstidning)","1","Kvalificerade artiklar är ointressanta på skärm och ger hälsosamt avbrott från stirrandet","1","1","1","1","1","1","1"
"2021/03/22 5:49:11 pm CET","Över 65 år","Ja (enbart digitalt)","2","Fungerar dåligt både på min iphone och ipad. Händer ofta att sidan låser sig och man kommer inte vidare. Det funkat när man går över till apoen, men ofta har man en blänkare","1","1","2","3","1","1","1"
"2021/03/22 5:49:31 pm CET","40-65 år","Ja (enbart digitalt)","3","Bra värde men jag hinner inte läsa så mycket av tidningen.","1","1","3","3","1","1","1"
"2021/03/22 5:49:37 pm CET","40-65 år","Ja (enbart digitalt)","1","Jag tar bara rabatterbjudanden","1","1","1","1","1","1","1"
"2021/03/22 5:49:56 pm CET","40-65 år","Ja (enbart digitalt)","3","Blått då...","2","2","3","3","2","2","2"
"2021/03/22 5:52:29 pm CET","40-65 år","Ja (enbart digitalt)","4","Rimligt pris.","1","1","3","4","1","1","1"
"2021/03/22 5:52:36 pm CET","Över 65 år","Ja (enbart digitalt)","1","Bor utomlands och åtnjuter en väns svenska prenumeration","1","1","2","2","1","1","1"
"2021/03/22 5:53:50 pm CET","40-65 år","Ja (papperstidning)","1","Saknar eDN","5","1","5","1","5","5","1"
"2021/03/22 5:54:53 pm CET","Över 65 år","Ja (enbart digitalt)","4","Vet inte, har inte fått se vad jag har för alternativ...","1","1","4","4","1","1","1"
"2021/03/22 5:55:17 pm CET","40-65 år","Ja (enbart digitalt)","4","","1","1","4","4","1","1","1"
"2021/03/22 5:55:41 pm CET","40-65 år","Ja (papperstidning)","4","Jag har papper (helg) och tycker att jag betalar ganska mycket för det. ","2","2","4","4","4","2","4"
"2021/03/22 5:57:09 pm CET","Över 65 år","Ja (enbart digitalt)","5","Lättillgängligt,spar papper","1","3","1","1","5","2","3"
"2021/03/22 5:57:39 pm CET","Över 65 år","Ja (papperstidning)","3","Jag har prenumeration det framgår inte om ovanstående tillkommer utöver denna.","1","1","1","1","1","1","1"
"2021/03/22 5:59:54 pm CET","30-39 år","Ja (enbart digitalt)","2","","1","1","2","1","1","1","1"
"2021/03/22 6:00:08 pm CET","40-65 år","Ja (papperstidning)","2","Bra pris men jag vill ha tillgång till e-DN.","1","1","3","1","2","1","1"
"2021/03/22 6:00:30 pm CET","Över 65 år","Ja (papperstidning)","3","Kan inte bedöma paketet förrän jag får se alla alternativ, vilket inte är möjligt i denna enkät. ","1","1","1","5","3","1","3"
"2021/03/22 6:00:32 pm CET","Över 65 år","Ja (papperstidning)","2","jag vill lösa korsord på papper","1","1","2","2","1","1","1"
"2021/03/22 6:01:36 pm CET","40-65 år","Ja (enbart digitalt)","2","Lite dyrt, 99 kr är lagom","1","1","3","2","1","2","1"
"2021/03/22 6:01:48 pm CET","Över 65 år","Nej, men har varit förut","1","","1","1","1","1","1","1","1"
"2021/03/22 6:03:12 pm CET","30-39 år","Ja (enbart digitalt)","4","Bra pris för att kunna läsa hela DN dessutom 3 konton.","1","1","1","5","1","1","5"
"2021/03/22 6:03:27 pm CET","Under 30 år","Ja (enbart digitalt)","4","Rimligt pris för att få tillgång till alla artiklar","1","1","5","5","1","1","1"
"2021/03/22 6:03:49 pm CET","40-65 år","Ja (enbart digitalt)","2","Pris","1","1","5","2","1","1","1"
"2021/03/22 6:04:25 pm CET","40-65 år","Ja (enbart digitalt)","3","Det är den prenumeration jag har nu, tycker att det nätt och jämnt är värt det för det priset","1","1","1","2","1","1","1"
"2021/03/22 6:04:34 pm CET","40-65 år","Ja (enbart digitalt)","4","Kan vara prisvärt","2","2","4","4","2","2","2"
"2021/03/22 6:04:40 pm CET","Över 65 år","Ja (papperstidning)","4","Bra pris. Men skulle kanske vilja ”bläddra” i tidningen?","2","1","1","4","1","3","2"
"2021/03/22 6:05:48 pm CET","Över 65 år","Ja (enbart digitalt)","2","Den prenumeration som jag har nu duger fint.","1","1","1","1","1","1","1"
"2021/03/22 6:07:10 pm CET","40-65 år","Ja (enbart digitalt)","5","Det täcker mina behov av att kunna läsa tidningen","2","2","5","5","3","2","1"
"2021/03/22 6:07:58 pm CET","40-65 år","Ja (enbart digitalt)","4","Bra baserbjudande men saknar PDF-tidningen","2","2","5","5","3","2","4"
"2021/03/22 6:09:36 pm CET","30-39 år","Ja (enbart digitalt)","5","","1","1","3","3","1","1","1"
"2021/03/22 6:10:03 pm CET","40-65 år","Ja (enbart digitalt)","5","Alla viktiga delar finns med. Rimligt pris.","1","1","4","4","2","1","2"
"2021/03/22 6:11:16 pm CET","40-65 år","Ja (papperstidning)","5","Flera kan dela på paketet","1","1","3","3","1","1","1"
"2021/03/22 6:13:55 pm CET","Över 65 år","Ja (enbart digitalt)","5","Ett grund-bas-utbud","2","2","3","5","3","2","3"
"2021/03/22 6:15:04 pm CET","40-65 år","Ja (enbart digitalt)","4","","2","2","5","2","5","2","2"
"2021/03/22 6:15:20 pm CET","30-39 år","Nej och har aldrig varit","1","Eran tidning är inte för mig.","1","1","1","1","1","1","1"
"2021/03/22 6:15:31 pm CET","Över 65 år","Ja (enbart digitalt)","4","","2","2","2","2","2","2","2"
"2021/03/22 6:17:38 pm CET","40-65 år","Ja (papperstidning)","1","Min syster vill läsa på papper","1","1","1","1","1","1","1"
"2021/03/22 6:18:06 pm CET","40-65 år","Ja (enbart digitalt)","5","Bra att man får tillgång till korsordet och att man kan dela","3","1","3","3","2","1","3"
"2021/03/22 6:20:51 pm CET","40-65 år","Ja (enbart digitalt)","3","","2","3","4","4","3","3","3"
"2021/03/22 6:20:56 pm CET","30-39 år","Ja (enbart digitalt)","4","Hade betalat mer för att slippa reklamen .","1","1","2","4","1","1","1"
"2021/03/22 6:21:08 pm CET","Över 65 år","Ja (enbart digitalt)","3","Behöver inte,3 konton, löser inte korsord, köper inga saker från Dn","1","1","1","3","1","1","1"
"2021/03/22 6:22:53 pm CET","40-65 år","Ja (enbart digitalt)","4","Det är den prenumeration jag har nu. ","1","1","4","3","2","1","3"
"2021/03/22 6:23:07 pm CET","40-65 år","Ja (enbart digitalt)","4","Jag vill läsa era digitala nyheter och eftersom jag läser en flera gånger varje dag är det ett rimligt pris","1","2","5","5","2","2","2"
"2021/03/22 6:23:57 pm CET","40-65 år","Ja (papperstidning)","4","","2","2","4","1","3","2","2"
"2021/03/22 6:29:39 pm CET","Över 65 år","Ja (enbart digitalt)","4","jag har redan 'Dn digitalt, betalar 119 kr per månad ","1","1","2","4","2","1","1"
"2021/03/22 6:31:22 pm CET","Över 65 år","Ja (enbart digitalt)","3","","1","1","3","5","2","1","2"
"2021/03/22 6:33:20 pm CET","30-39 år","Ja (enbart digitalt)","3","Jag blev lovad att få hjälpa till att utveckla er prenumeration. Istället får jag utveckla ert sälj. Det är väl ändå två helt olika saker.","3","3","3","3","3","3","3"
"2021/03/22 6:35:18 pm CET","Över 65 år","Ja (enbart digitalt)","3","jag är bara intresserad 2 av erbjudande","1","1","5","1","1","1","1"
"2021/03/22 6:35:21 pm CET","Över 65 år","Nej och har aldrig varit","2","Det är FÖR enkelt att hitta info på annat sätt ","2","2","2","3","2","2","2"
"2021/03/22 6:36:53 pm CET","Över 65 år","Ja (papperstidning)","3","Förstår inte vad ni menar med 3 extra konton. Herredan . Jag har redan min Jag har för övrigt även DN dihitslt i min iPhone  och och ","1","1","1","1","1","1","1"
"2021/03/22 6:38:56 pm CET","40-65 år","Ja (enbart digitalt)","5","Är främst intresserad av artiklar. Bra pris ","3","3","5","5","3","3","4"
"2021/03/22 6:39:19 pm CET","40-65 år","Ja (papperstidning)","3","Tyvärr trist läsa p skärmen ,men priset mycket bra ","1","4","5","4","2","3","3"
"2021/03/22 6:39:50 pm CET","40-65 år","Ja (enbart digitalt)","3","Över 100 kr får mig att tänka till mer, under 100kr kan jag köpa spontant","1","1","2","4","1","1","1"
"2021/03/22 6:40:03 pm CET","40-65 år","Ja (enbart digitalt)","4","Behöver endast bastjänster. Extra konton onödigt i singelhushåll.","1","1","5","4","1","1","1"
"2021/03/22 6:40:57 pm CET","Över 65 år","Ja (enbart digitalt)","3","Jag är nöjd med min prenumeration på 99 kr.","1","1","3","3","1","1","1"
"2021/03/22 6:41:01 pm CET","40-65 år","Ja (enbart digitalt)","4","Jag vill läsa hela DN men digitalt räcker (dvs ej papper), vi är flera i familjen som läser","2","4","3","3","2","4","2"
"2021/03/22 6:41:49 pm CET","40-65 år","Ja (papperstidning)","2","Gillar att få en papperstidningen ","1","1","1","1","1","1","1"
"2021/03/22 6:42:15 pm CET","Över 65 år","Ja (enbart digitalt)","5","Allt jag behöver","4","1","2","4","3","4","5"
"2021/03/22 6:43:03 pm CET","40-65 år","Ja (papperstidning)","5","Det jag vill ha är artiklar, korsord och fler inloggningar än en (till familjen). Nyhetsarkiv är ett plus!","2","1","1","1","1","1","3"
"2021/03/22 6:44:21 pm CET","40-65 år","Ja (enbart digitalt)","3","Det räcker med en digital pren","1","1","3","3","1","1","1"
"2021/03/22 6:46:07 pm CET","40-65 år","Ja (enbart digitalt)","2","Ej intresserad av korsord eller erbjudanden","1","1","2","3","1","1","1"
"2021/03/22 6:47:23 pm CET","40-65 år","Nej, men har varit förut","1","För en prenumeration vill jag lösa mer nyanserade perspektiv. Narrative om frikyrkan och kristna/kristendomen är framförallt väldigt förutsägbart.","1","1","1","1","1","1","1"
"2021/03/22 6:48:34 pm CET","40-65 år","Ja (enbart digitalt)","5","Prisvärt ","1","1","5","5","4","2","1"
"2021/03/22 6:49:58 pm CET","40-65 år","Nej, men har varit förut","1","För dyrt eftersom jag redan har en prenumeration","1","1","1","1","1","1","1"
"2021/03/22 6:51:10 pm CET","40-65 år","Ja (enbart digitalt)","4","Rimlig kostnad för tidningen digitalt. ","1","1","4","4","1","1","1"
"2021/03/22 6:51:43 pm CET","Över 65 år","Ja (enbart digitalt)","5","Jag tycker det är bra.","1","1","5","5","1","1","1"
"2021/03/22 6:51:49 pm CET","Över 65 år","Ja (enbart digitalt)","5","OK pris, Det jag behöver är Dn.se, extra konto och nyhetsarkiv.","1","1","2","4","2","1","3"
"2021/03/22 6:53:21 pm CET","40-65 år","Ja (enbart digitalt)","3","Tankemodellen om en fast prenumeration är inte uppdaterad. En gammal metod från kanske en gamma institution. Vi som lever i den nya ekonomin vill ha möjligheten att betala när vi kan. När vi har råd. Att binda upp sig för en längre tid framöver är inte aktuellt. Sammantaget blir det i slutändan lika mycket pengar för DN. De här erbjudanden som finns är fullkomligt ointressanta. DN skall göra Sveriges bästa journalistik, inget annat. Det blir bara tydligt att Bonnier försöker tjäna extra medel.  ","1","1","1","2","1","1","1"
"2021/03/22 6:55:16 pm CET","40-65 år","Ja (papperstidning)","5","Värderar att det är 3 konton, läsa online och i appen","1","2","1","3","1","3","3"
"2021/03/22 6:55:24 pm CET","Över 65 år","Ja (enbart digitalt)","5","Mkt för pengarna!","1","1","4","4","2","1","2"
"2021/03/22 6:55:30 pm CET","Över 65 år","Ja (enbart digitalt)","1","För dyrt för 70+","1","1","1","1","1","1","1"
"2021/03/22 6:56:52 pm CET","40-65 år","Ja (enbart digitalt)","5","Har detta redan","1","1","5","5","1","1","1"
"2021/03/22 6:56:57 pm CET","30-39 år","Ja (enbart digitalt)","3","Bra innehåll, men för dyrt. Max 99 kr/mån","1","1","3","3","2","1","2"
"2021/03/22 6:57:20 pm CET","Över 65 år","Ja (enbart digitalt)","4","Enkelt billigt","3","3","5","4","3","3","2"
"2021/03/22 6:57:42 pm CET","40-65 år","Ja (enbart digitalt)","4","","1","1","4","4","1","2","1"
"2021/03/22 7:02:01 pm CET","40-65 år","Ja (enbart digitalt)","4","Hade kanske velat ha fler konton.","1","1","3","3","2","2","1"
"2021/03/22 7:03:35 pm CET","40-65 år","Ja (papperstidning)","3","","2","2","4","4","3","2","2"
"2021/03/22 7:06:37 pm CET","40-65 år","Ja (enbart digitalt)","5","Täcker mina behov.","1","1","5","3","2","1","1"
"2021/03/22 7:07:04 pm CET","40-65 år","Ja (enbart digitalt)","3","Ok pris, bra tillgång och extra konton till mina barn. ","1","1","2","4","2","1","2"
"2021/03/22 7:07:13 pm CET","Över 65 år","Nej, men har varit förut","4","Prisvärd","1","1","3","3","2","2","2"
"2021/03/22 7:08:07 pm CET","40-65 år","Ja (enbart digitalt)","4","","1","1","4","4","1","1","1"
"2021/03/22 7:09:05 pm CET","Över 65 år","Ja (enbart digitalt)","1","Trenger ikke alt dette.","1","1","4","1","1","1","1"
"2021/03/22 7:09:27 pm CET","Över 65 år","Nej, men har varit förut","1","Kostar för mycket och ni visar inte hur många månader jag måste binda mig för.  ","1","1","1","1","1","1","1"
"2021/03/22 7:10:23 pm CET","Över 65 år","Ja (enbart digitalt)","5","Det är det jag har idag o är nöjd med. ","1","1","3","4","3","1","3"
"2021/03/22 7:11:41 pm CET","40-65 år","Ja (enbart digitalt)","3","Tyvärr tycker jag att reklam är jobbigt. Men jag förstår att DN behöver pengarna","2","2","2","2","2","2","3"
"2021/03/22 7:12:06 pm CET","40-65 år","Ja (enbart digitalt)","4","Allt som finns i papperstidninge finns här, hade kunnat få högre om fler än 4 kunde ta del av prenumerationen. Gärna 6 personer","1","4","1","1","1","2","3"
"2021/03/22 7:12:29 pm CET","40-65 år","Ja (enbart digitalt)","4","första punkten är viktigast.","1","1","5","4","4","3","2"
"2021/03/22 7:12:35 pm CET","30-39 år","Nej, men har varit förut","1","För dyrt för mig då jag är student och kulturarbetare. Men låter väl bra i övrigt! Onödigt med extra konton dock och rabatter dock. ","1","1","5","2","1","1","1"
